0.4871	173	3.50E-01	1.00E-02
0.6162	173	2.20E-01	6.00E-03
0.6631	173	2.03E-01	6.00E-03
0.7162	173	1.76E-01	6.00E-03
0.759	173	1.68E-01	5.00E-03
0.8108	173	1.61E-01	5.00E-03
0.8612	173	1.51E-01	5.00E-03
0.9058	173	1.33E-01	3.00E-03
0.979	173	1.26E-01	3.00E-03
1.1063	173	1.11E-01	3.00E-03
1.2508	173	1.03E-01	2.50E-03
1.3704	173	9.90E-02	2.40E-03
1.5898	173	9.47E-02	1.90E-03
1.7903	173	8.55E-02	1.70E-03
1.9909	173	8.39E-02	1.70E-03

